city,inventory_mean.2000,inventory_mean.2001,inventory_mean.2002,inventory_mean.2003,inventory_mean.2004,inventory_mean.2005,inventory_mean.2006,inventory_mean.2007,inventory_mean.2008,inventory_mean.2009,inventory_mean.2010,inventory_mean.2011,inventory_mean.2012,inventory_mean.2013,inventory_mean.2014,inventory_mean.2015,inventory_sd.2000,inventory_sd.2001,inventory_sd.2002,inventory_sd.2003,inventory_sd.2004,inventory_sd.2005,inventory_sd.2006,inventory_sd.2007,inventory_sd.2008,inventory_sd.2009,inventory_sd.2010,inventory_sd.2011,inventory_sd.2012,inventory_sd.2013,inventory_sd.2014,inventory_sd.2015,listings_mean.2000,listings_mean.2001,listings_mean.2002,listings_mean.2003,listings_mean.2004,listings_mean.2005,listings_mean.2006,listings_mean.2007,listings_mean.2008,listings_mean.2009,listings_mean.2010,listings_mean.2011,listings_mean.2012,listings_mean.2013,listings_mean.2014,listings_mean.2015,listings_sd.2000,listings_sd.2001,listings_sd.2002,listings_sd.2003,listings_sd.2004,listings_sd.2005,listings_sd.2006,listings_sd.2007,listings_sd.2008,listings_sd.2009,listings_sd.2010,listings_sd.2011,listings_sd.2012,listings_sd.2013,listings_sd.2014,listings_sd.2015,median_mean.2000,median_mean.2001,median_mean.2002,median_mean.2003,median_mean.2004,median_mean.2005,median_mean.2006,median_mean.2007,median_mean.2008,median_mean.2009,median_mean.2010,median_mean.2011,median_mean.2012,median_mean.2013,median_mean.2014,median_mean.2015,median_sd.2000,median_sd.2001,median_sd.2002,median_sd.2003,median_sd.2004,median_sd.2005,median_sd.2006,median_sd.2007,median_sd.2008,median_sd.2009,median_sd.2010,median_sd.2011,median_sd.2012,median_sd.2013,median_sd.2014,median_sd.2015,month_mean.2000,month_mean.2001,month_mean.2002,month_mean.2003,month_mean.2004,month_mean.2005,month_mean.2006,month_mean.2007,month_mean.2008,month_mean.2009,month_mean.2010,month_mean.2011,month_mean.2012,month_mean.2013,month_mean.2014,month_mean.2015,month_sd.2000,month_sd.2001,month_sd.2002,month_sd.2003,month_sd.2004,month_sd.2005,month_sd.2006,month_sd.2007,month_sd.2008,month_sd.2009,month_sd.2010,month_sd.2011,month_sd.2012,month_sd.2013,month_sd.2014,month_sd.2015,sales_mean.2000,sales_mean.2001,sales_mean.2002,sales_mean.2003,sales_mean.2004,sales_mean.2005,sales_mean.2006,sales_mean.2007,sales_mean.2008,sales_mean.2009,sales_mean.2010,sales_mean.2011,sales_mean.2012,sales_mean.2013,sales_mean.2014,sales_mean.2015,sales_sd.2000,sales_sd.2001,sales_sd.2002,sales_sd.2003,sales_sd.2004,sales_sd.2005,sales_sd.2006,sales_sd.2007,sales_sd.2008,sales_sd.2009,sales_sd.2010,sales_sd.2011,sales_sd.2012,sales_sd.2013,sales_sd.2014,sales_sd.2015,volume_mean.2000,volume_mean.2001,volume_mean.2002,volume_mean.2003,volume_mean.2004,volume_mean.2005,volume_mean.2006,volume_mean.2007,volume_mean.2008,volume_mean.2009,volume_mean.2010,volume_mean.2011,volume_mean.2012,volume_mean.2013,volume_mean.2014,volume_mean.2015,volume_sd.2000,volume_sd.2001,volume_sd.2002,volume_sd.2003,volume_sd.2004,volume_sd.2005,volume_sd.2006,volume_sd.2007,volume_sd.2008,volume_sd.2009,volume_sd.2010,volume_sd.2011,volume_sd.2012,volume_sd.2013,volume_sd.2014,volume_sd.2015
Kerrville,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.76666667,21.63333333,24.71666667,22.80833333,16.68333333,13.55,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.147824028,2.197657155,1.468353025,1.781449019,2.163260726,0.833939174,0.382970843,NA,NA,NA,NA,NA,NA,NA,NA,581.5,673.1818182,749,840.5,844.3333333,759.6666667,704.5,643.1428571,NA,NA,NA,NA,NA,NA,NA,NA,87.53856293,48.00170452,69.01646707,54.3732889,37.24936444,51.82020198,30.36594983,12.52236095,NA,NA,NA,NA,NA,NA,NA,NA,173475,157483.3333,165016.6667,154166.6667,163183.3333,166041.6667,176341.6667,185300,NA,NA,NA,NA,NA,NA,NA,NA,24016.71293,15271.53224,16295.22146,19426.09928,14120.50948,19164.3826,16839.3726,18845.42385,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,NA,NA,NA,NA,NA,NA,NA,NA,29.25,34.83333333,34.5,31.91666667,41.33333333,50.83333333,54.5,66,NA,NA,NA,NA,NA,NA,NA,NA,7.135591543,8.973023544,6.186495557,5.806866364,9.480442388,12.43772365,12.36931688,9.763879011,NA,NA,NA,NA,NA,NA,NA,NA,6606250,6738975.083,6836471.667,5827846.583,8471836,10632886.92,11292456.92,14833544.57,NA,NA,NA,NA,NA,NA,NA,NA,2902833.027,2160896.93,1742768.528,1545862.833,2271114.09,3613002.364,2585977.046,2081174.271
Killeen-Fort Hood,9.033333333,6.24,7.125,5.233333333,4.3,4.011111111,NA,6.3875,6.572727273,8.075,7.333333333,7.508333333,7.2,7.758333333,6.491666667,5.85,0.333938844,0.411501316,0.749696908,2.041983587,0.6164414,0.551009175,NA,0.893528319,1.042200469,1.163165743,0.731540508,1.054391969,0.42661458,1.372097487,0.277843427,0.216794834,1430.083333,1054.9,1253.25,950.8333333,842.8333333,1123.777778,NA,1846.75,1681.909091,1650.583333,1662.666667,1438.416667,1398.272727,1579.25,1418.833333,1369.666667,68.0153169,49.37712021,132.0138595,351.5477036,152.147556,42.34907844,NA,280.8963968,304.1895641,188.600809,191.9111221,144.8669975,51.06288458,267.8171442,45.7400428,10.19149973,71775,76458.33333,81983.33333,86616.66667,93241.66667,103866.6667,109641.6667,116041.6667,117725,118550,122558.3333,122925,133491.6667,127583.3333,123616.6667,128766.6667,3949.942462,2057.119934,4518.413505,4260.352809,3378.665238,6148.515465,3544.896032,4619.220385,5043.289871,4803.691762,6714.767759,5590.10896,7121.600731,7325.153841,6571.402691,9830.496766,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,158.8333333,175,177.4166667,185.6666667,221.0833333,347.75,297.1666667,275.9166667,228,213.5,217.3333333,181.25,202.6666667,213.0833333,222,246.8333333,33.50667053,30.54356055,27.03687157,33.4754546,49.52952899,71.84721795,50.44498954,64.93977396,47.92418255,41.66860602,60.07772743,22.34085129,41.05281152,39.54849344,36.99631431,38.19642217,12424166.67,15056666.67,16101666.67,17732500,22989166.67,39833333.33,35582500,34684583.33,28792083.33,26949163.58,28923228.25,23176368.25,28060965.17,28806015,31289123.08,34335941,3042314.335,3170848.276,2862264.149,3872696.089,5321943.781,9403463.417,6730513.455,8840853.635,6274646.842,6186238.166,8878483.847,3624561.152,6230632.344,5108261.468,8114965.042,7640440.105
Laredo,NA,NA,NA,NA,NA,NA,NA,NA,9.24,8.958333333,8.363636364,7.216666667,5.866666667,5.441666667,5.6,5.4,NA,NA,NA,NA,NA,NA,NA,NA,0.442718872,0.296826651,0.417786374,0.491441911,0.382178762,0.308834564,0.266287609,0.276887462,NA,NA,NA,NA,NA,NA,NA,NA,775.9,721,713.0909091,601.8333333,492.25,494.4166667,523.4166667,540.1428571,NA,NA,NA,NA,NA,NA,NA,NA,30.21938304,23.90131225,28.86331424,42.99224736,28.61063057,34.34704786,13.33115513,28.53902925,NA,NA,NA,118891.6667,125033.3333,125691.6667,132075,135941.6667,121358.3333,119320,116591.6667,124291.6667,134758.3333,137666.6667,144825,147128.5714,NA,NA,NA,8808.720713,10446.25495,14239.28358,12055.86428,10498.43783,8835.10131,6328.910737,10287.19048,9957.95327,12394.90059,11411.1057,11753.38443,7150.224772,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,NA,NA,NA,45.16666667,59.66666667,72.41666667,91.08333333,87.91666667,82.33333333,82,84.41666667,82.75,87.41666667,92.08333333,97.5,100.8571429,NA,NA,NA,14.94129928,10.16530045,11.86636448,18.09298374,14.85969737,9.509166232,12.11310335,18.96627789,16.19834447,12.50060605,11.61862403,15.70466057,12.60196508,NA,NA,NA,6199088.417,8426718.333,10374776.17,14524281.75,13583861.5,11345361,11144535.67,11356055.42,11484360.42,13064349.25,14113335.42,15795476.92,16394772.43,NA,NA,NA,2407273.658,1734290.376,1588664.569,4276867.328,2124477.091,1776216.53,1759688.366,2672922.535,2293548.337,2271790.549,2173026.233,2784275.545,2986162.339
Longview-Marshall,8.257142857,6.825,6,NA,5.733333333,5.858333333,5.075,5.55,6.85,8.225,9.05,10.03636364,9.591666667,9.716666667,10.06666667,9.342857143,0.113389342,0.402669663,NA,NA,0.723417814,0.156427929,0.283244193,0.462208139,0.579184379,0.741160024,0.239317211,0.654633832,0.271220586,0.500605694,0.667877688,0.181265393,1075.142857,1010.25,943,NA,1081.666667,1167.5,1104.75,1246.166667,1371.75,1422.083333,1609,1657.363636,1652.833333,1760.083333,1860.75,1829.857143,10.73046398,45.84991042,NA,NA,122.6961015,15.90597372,59.41246426,97.61970119,110.4273723,75.4398717,77.07729297,80.76419098,66.17721845,94.92912029,104.756102,56.98663168,80827.27273,81663.63636,88766.66667,89475,93866.66667,99866.66667,110783.3333,122633.3333,123633.3333,123241.6667,126425,132127.2727,134875,139575,139775,143857.1429,5369.18819,4853.714604,3957.692931,4713.255003,7175.125382,6809.930361,10303.82394,7158.1274,6850.392601,7076.39589,6412.930829,9735.614096,8512.357328,9844.991805,6332.474025,8923.911165,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,135.1818182,153.2727273,144.6666667,159.75,190.25,208,224.6666667,215.75,191.4166667,169.25,173.25,164,176.5,183.3333333,192.5,208.1428571,32.40005612,36.29625575,32.33161507,33.50746186,37.0604543,39.51524447,37.0364276,46.70044773,34.16393189,36.77727806,41.08997887,35.47393409,41.11734869,31.06396139,31.62421397,56.03995174,13185000,15479090.91,14641666.67,17149583.33,21091250,24670833.33,28782916.67,30134583.33,26982500,23376666.67,23957096.75,27078155.82,25784993.58,29292851.58,30251987.58,33547708.43,3313769.002,3865280.597,2896658.995,4221091.23,5140519.131,5427496.423,6239031.997,8264045.745,5480376.77,5393776.857,6046374.492,10569418.68,6618482.792,7254752.481,4841057.136,11007334.48
Lubbock,3.875,3.983333333,2.983333333,3.475,4.575,5.283333333,5.45,6.083333333,5.416666667,5.416666667,6.475,7.575,6.116666667,3.827272727,3.225,3.2,0.154478595,0.309936455,0.224957909,0.449494666,0.381682876,0.240580107,0.303015151,0.356328075,0.140345893,0.25878504,0.811424113,0.559423404,0.708177345,0.219503572,0.34410622,0.182574186,765.5833333,811.1666667,689.5,853,1132.916667,1350.5,1509.916667,1743.416667,1542.583333,1413.416667,1641.5,1705.333333,1552.166667,1189.818182,1029,1033.142857,25.8121125,45.46293862,49.59563764,126.9745859,91.55471125,89.85291011,85.56492307,116.7386034,52.08988444,64.42537379,145.6861508,74.86877409,126.4478573,58.00485873,94.34077495,62.36833751,81708.33333,83816.66667,87591.66667,94708.33333,96666.66667,98825,100650,103466.6667,109866.6667,112141.6667,114300,115966.6667,120441.6667,126290.9091,134800,137485.7143,3939.187349,3238.920509,4658.025007,5542.801775,3927.833854,6331.03826,6540.294683,4161.58478,5388.933666,3183.896507,4717.086928,6816.468472,4378.347204,4220.060318,5524.984574,4394.097773,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,192.25,219.25,241.0833333,251.25,241.5,270.25,277.9166667,290.4166667,270.4166667,265.75,237.0833333,231.0833333,277.5833333,337.4545455,312.4166667,349.7142857,46.61471676,44.6809396,47.27762941,56.01643428,72.94269233,66.95062631,63.96228766,69.85759324,82.6223152,74.77739693,73.92558707,60.9104534,64.04608899,80.08540895,70.3852494,96.69662918,19522528.25,22549583.33,26641250,29747916.67,29250416.67,33058750,34971250,37471250,36628333.33,35450107.67,32775508.83,33552370.25,41149699.67,52236989.36,50982503.17,58235731.86,5023814.422,5150052.717,5901812.174,6679962.39,8796477.719,8524989.236,8542157.521,9676884.154,11417619.82,9744156.344,9972353.676,9587184.9,10462687.53,12491063.14,12634807.33,16915448.79
Lufkin,8.2625,9.825,7.3,13,14.425,11.9,NA,NA,NA,NA,9.025,9.6,9.675,9.1,8.708333333,7.457142857,0.424053568,0.740173725,NA,1.276714533,0.377491722,NA,NA,NA,NA,NA,0.357571172,0.56729021,0.407040315,0.378993883,2.228924867,0.161834719,351.625,412.125,370,720.6666667,793.25,720,NA,NA,NA,NA,400.125,403.25,421.9166667,427.1666667,431.25,403.8571429,7.726346392,29.98303092,NA,55.13921774,26.57536453,NA,NA,NA,NA,NA,14.85585503,14.82703305,18.31272947,17.97894391,108.2817243,8.434622525,77558.33333,82991.66667,79925,80283.33333,88891.66667,93225,100391.6667,102808.3333,109300,115008.3333,116300,106141.6667,124141.6667,123866.6667,132458.3333,139757.1429,11156.36454,5268.855031,5276.900778,4171.2944,10179.43188,8989.60258,18135.12204,12256.75757,11893.4665,11685.22442,18545.96256,13528.72085,12927.80361,12929.97457,19066.41304,16421.92205,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,42.16666667,43.16666667,58,54.08333333,60.25,66.41666667,69.5,62.83333333,52.33333333,47.08333333,42.5,42.16666667,44.91666667,48.16666667,53.08333333,55.42857143,10.87811258,12.1717507,11.03712743,11.91224224,12.12154356,16.64308938,15.90597372,13.31324244,15.35834587,9.38527215,9.239244361,13.23104705,10.27316304,11.134168,9.903703011,13.91470616,3791250,4414166.667,5642916.667,5270833.333,6349583.333,7698750,8613333.333,7692500,6740000,6371944.167,5839252.5,5333610.417,6165021.917,7037714.417,8035037.833,9023892.857,941177.0315,1291550.923,1226132.979,1294191.277,1298561.194,2003408.601,2334413.819,1849863.017,2167497.51,1351793.32,1656525.864,1752228.633,1592438.926,2188863.27,1971563.704,3029171.368
McAllen,13.11,NA,9.6,9.85,10.26666667,NA,NA,13.5,14.55833333,13.2,13.00909091,14.7,14.725,13.75833333,13.46666667,12.55714286,7.494360843,NA,0.2,0.212132034,0.2081666,NA,NA,NA,0.638831794,0.52048928,0.762173924,0.626679561,0.801277389,0.284312035,0.71265615,0.582686716,1259.2,NA,1276.666667,1340,1565.666667,NA,NA,2573,2728.5,2185.666667,2207.454545,2220.583333,2161.083333,2218,2226.333333,2185.285714,740.0293988,NA,20.30599255,19.79898987,48.85011088,NA,NA,NA,150.1069316,78.07843764,137.1060638,53.6426871,53.82540518,52.68603403,78.95376476,72.23275869,80020,83525,87700,90591.66667,95691.66667,100141.6667,109983.3333,110983.3333,101425,99641.66667,103908.3333,104566.6667,104616.6667,113475,116408.3333,120742.8571,5483.875353,5954.696389,2802.920555,5013.882243,8348.484711,6731.264684,5559.567238,9627.501643,7687.075931,7015.626497,9089.200218,6679.185216,7424.264069,4906.975554,8708.351095,5990.508365,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,100.3,126,134.5833333,144.9166667,170.4166667,194.5,210.8333333,190.5,179.3333333,163.25,165.3333333,145.3333333,155.6666667,161.0833333,175.9166667,169.5714286,21.44268847,18.4292258,22.4720365,23.7466106,20.22356112,30.2429556,36.83336761,24.97817229,33.24108447,20.29834297,42.98273085,34.33612816,34.45770354,24.84665089,31.44824994,33.47564858,9892500,12860833.33,14543333.33,16093750,19734166.67,23708750,27724166.67,25147083.33,22420000,19561185.33,20742528.08,18056240.08,19381263.5,21578527.92,23843533.67,22722674.57,2238948.476,2232402.735,2703369.39,3495468.576,2575438.915,4385261.537,5730671.4,2965298.895,4621250.815,3190100.806,5036769.638,3987914.936,4597178.747,4364846.773,5191567.112,5596122.136
Midland,NA,NA,NA,NA,NA,NA,1.533333333,1.8,2.5,4.3,5,4.641666667,3.141666667,2.75,3.433333333,4.383333333,NA,NA,NA,NA,NA,NA,0.115470054,0.25226249,0.671497648,0.25584086,1.859129806,0.569622416,0.49810246,0.494515373,0.558135424,1.166904738,NA,NA,NA,NA,NA,NA,271.1111111,275.0833333,382.5833333,546.1666667,634.4166667,620.6666667,476.6666667,435.25,549.75,715,NA,NA,NA,NA,NA,NA,17.51745162,35.65098069,96.08089237,11.60590236,238.1727632,58.63962876,80.98297614,74.2674834,99.82359441,194.6175737,NA,NA,NA,NA,NA,NA,130790,159950,172633.3333,170483.3333,175433.3333,184991.6667,207133.3333,225833.3333,246483.3333,239950,NA,NA,NA,NA,NA,NA,13424.72429,13336.04139,8660.498971,7840.551156,9571.675386,14443.39788,13446.41441,18331.75751,15062.82802,9641.73221,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,NA,NA,NA,NA,NA,NA,160.4,151.5,147.25,121.0833333,125.3333333,145.75,158.25,154.25,170.8333333,143.5,NA,NA,NA,NA,NA,NA,24.4003643,26.88527816,38.05528275,28.20205774,29.77898384,29.85457175,24.27540843,30.15151134,28.09669451,53.96943579,NA,NA,NA,NA,NA,NA,23933000,27664583.33,28714583.33,23427648.42,25237551.67,30680252.58,37566485.33,39340382.17,49135376.33,39796218.67,NA,NA,NA,NA,NA,NA,4758035.426,5565969.432,8268001.973,6152901.882,5493770.549,6888324.301,5547506.466,7530741.055,10670458.47,16750379.61
Montgomery County,6.433333333,7.463636364,8.075,8.391666667,7.508333333,6.525,5.258333333,5.4,6.316666667,7.2,7.55,7.283333333,5.55,3.666666667,3.175,3.9,0.349891758,0.436515125,0.463435785,0.46212618,0.320392751,0.70340083,0.206522433,0.316227766,0.419595765,0.559220236,0.4981785,0.71583814,0.730504185,0.405268336,0.24908925,0.42031734,2384.75,2763.363636,3196.5,3623.583333,3803.166667,3710,3532,3807.75,3795.25,3497.916667,3831.416667,3626.916667,3015.416667,2437.916667,2346.166667,2973.285714,163.9911999,144.4612562,234.78404,141.7965626,153.9993113,219.1338321,131.7035238,210.5745927,236.3076289,207.2462121,316.932014,302.1355681,260.8038128,159.9593462,199.6605453,346.5278797,131025,135141.6667,139391.6667,142091.6667,142416.6667,156233.3333,162025,170383.3333,174200,176375,178558.3333,183641.6667,191616.6667,210150,231866.6667,239028.5714,7168.507516,6313.255655,3636.046388,8068.508743,9464.078818,7751.285328,6724.733858,8038.863933,10209.44304,14121.42956,9279.837218,7683.684998,12210.48978,14994.08974,11601.51505,14974.39084,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,377.1666667,378.5833333,405.4166667,469.9166667,529.0833333,622.75,703.9166667,674.25,530.9166667,493.6666667,495.0833333,507.5,591.4166667,729.3333333,750.5833333,782,74.20589701,88.53911137,84.31807563,106.8435205,104.5757301,146.160637,155.3151976,139.7583141,126.7204929,108.4932619,107.7728743,113.1206114,147.1847684,179.4310875,157.6592749,201.3057376,62140803.58,64210800,72912306,83420592.42,98215563.08,128553827.4,152382569.9,155794718.8,126541166.8,113873558.3,118777074.5,126010729.8,148621710.3,200723471.3,219642152.5,243972280.7,14239316.75,17154006.29,17163386.86,23192976.87,24471498.29,35099056.87,39342039.87,38862904.15,36813555.38,31320242.06,26794913.31,31986832.93,40636537.12,59297232.99,52646821.79,76840997.74
Nacogdoches,NA,NA,2,7.354545455,7.5,5.9,4.8,5.8,8.433333333,8.558333333,7.71,9.033333333,8.683333333,9.741666667,10.675,9.971428571,NA,NA,NA,5.313824167,NA,1.054514106,0.141421356,0.91214034,0.835935332,0.715361744,0.582046199,1.079842862,0.487728191,0.57754706,0.860364616,0.457217256,212,NA,66,228.9090909,234,205,193,215.8333333,272.4166667,245.5,259.7,267,239.9166667,275.0833333,293.5833333,278.7142857,NA,NA,NA,168.5837801,NA,26.25261892,4.69041576,20.74045965,35.67901938,12.65270363,24.24894041,22.91486219,12.39104026,10.86661554,18.1931972,9.759000729,88800,85050,89933.33333,91541.66667,111383.3333,74850,117708.3333,119158.3333,125433.3333,122783.3333,126025,126316.6667,142058.3333,132475,140283.3333,150728.5714,NA,8007.780308,15002.02007,12254.68061,17470.32983,21877.19859,12604.86618,22632.65775,14645.65299,17265.35329,21161.59149,20900.23198,16356.73108,18847.09406,23266.8642,20440.62249,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,19,33.08333333,32.41666667,31.83333333,33.58333333,38.41666667,41.66666667,34.08333333,30.41666667,30.16666667,33.5,26.91666667,27.16666667,29.83333333,26.83333333,29.57142857,NA,6.801849125,8.306167843,8.9018214,6.881573992,10.38756541,8.172385135,8.532913105,7.692479602,13.48287354,9.170109546,8.490190418,8.716059716,10.15187697,8.72648355,8.079957567,1875000,3409583.333,3387916.667,3362500,4292500,3226250,5667500,4917083.333,4127916.667,4074116.667,4410077.75,3915689.667,4098799.167,4516642.083,4139903.833,5060117.429,NA,973868.7104,1140668.581,965595.6711,1096907.844,919310.8214,1367766.095,1211185.479,1134573.325,1564530.844,1778502.626,1270562.199,1324779.637,1723202.671,1522100.592,1574146.847
NE Tarrant County,3.566666667,4.033333333,5.016666667,5.975,5.708333333,5.090909091,4.775,4.866666667,5.283333333,5.783333333,6.041666667,5.841666667,3.791666667,2.266666667,1.8,1.6,0.172328087,0.253460893,0.421756788,0.372033723,0.407784108,0.522407017,0.24908925,0.305505046,0.301008406,0.511385521,0.485158518,0.897935342,0.637407153,0.290245455,0.208893187,0.238047614,2130.333333,2507.5,3177.25,3970.333333,4061.75,3937.363636,3901.583333,3840.833333,3627.583333,3291.5,3453.75,3033.75,2260.166667,1654.166667,1400,1284.571429,77.71665708,188.0611603,251.6776889,246.343564,213.6620633,307.5234211,214.8798643,254.9223887,289.6243518,314.886271,331.8836392,383.6705796,277.3490854,176.8696661,166.7714822,211.7395075,138058.3333,144133.3333,148416.6667,150800,152266.6667,159341.6667,159083.3333,163966.6667,164508.3333,160375,170233.3333,166941.6667,175166.6667,186608.3333,200116.6667,223614.2857,4653.924704,6474.893237,6933.952478,6003.635262,6319.138798,6695.651008,6762.575267,6331.211766,7684.749754,8079.280459,10768.83832,6668.577378,6932.706848,9872.133262,12731.26669,16215.57159,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,597.4166667,634.4166667,656.75,670,748.1666667,802.4166667,827.5,739.9166667,635.0833333,557.1666667,535,544.5,654.75,786.8333333,795.4166667,826.1428571,123.453678,142.4617705,111.1936272,132.0523312,148.1226969,176.3145218,186.8604243,160.8627073,159.4618554,121.1616751,134.8325561,131.6686613,160.5610193,205.2895221,199.937926,260.6539395,106696369.6,115115700.7,122554904.9,128263881.7,146919845.9,170665032.1,180706566.2,172697899.4,147830610.7,122653210.2,121748482.3,124121790.2,158317947.7,198190579,214164090.2,246461906.4,22126053.33,32222516.63,26553825.08,29431023.53,34603152.16,44216189.38,47762719,44634586.19,43906478.77,31004711.55,29812626.36,32752910.79,48016139.9,61857909.34,63212614.61,94580823.49
Odessa,NA,NA,NA,NA,NA,NA,NA,NA,0.8,5.366666667,5.433333333,4.5,2.333333333,2.35,2.541666667,2.728571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.251423432,1.44306072,1.132976771,0.328449064,0.372948936,0.648716682,0.197604704,NA,NA,NA,NA,NA,NA,164,NA,91,437.9166667,433.5,372,214.6666667,225,254.9166667,275.4285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.97192074,108.9449402,92.57429449,34.60775881,42.958754,62.12371577,22.92638322,NA,NA,NA,NA,NA,NA,87750,113166.6667,121500,131175,129100,139508.3333,150125,161816.6667,171883.3333,176114.2857,NA,NA,NA,NA,NA,NA,14428.79066,9191.827727,10848.96308,8622.183335,13058.40029,6927.869715,8212.974768,8690.520785,12515.57817,12002.83697,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,3.605551275,2.160246899,NA,NA,NA,NA,NA,NA,128.5833333,112.5,112.0833333,70.58333333,80.91666667,88.16666667,92.83333333,99.25,104,95,NA,NA,NA,NA,NA,NA,23.6045386,19.80587608,25.84730805,14.82294495,29.35506254,24.74169588,12.33497123,21.25227261,19.79898987,24.93992783,NA,NA,NA,NA,NA,NA,13958333.33,14997500,16157500,10316213,11498059.5,13425280.67,15426230,18078279.33,20062544.75,18192764.43,NA,NA,NA,NA,NA,NA,3647994.052,3328092.888,4222826.229,2345461.621,4030312.074,4152356.33,2340096.149,4151012.733,4839560.225,5605338.473
