oldcode,state,povrate60,mort_age59_related_postHS,mort_age59_injury_postHS,mort_age59_all_postHS,mort_age25plus_related_postHS,mort_age25plus_injuries_postHS,mort_age59_related_preHS,mort_wh_age59_related_postHS,mort_bl_age59_related_postHS,census1960_pop,census1960_pctsch1417,census1960_pctsch534,census1960_pctsch25plus,census1960_pop1417,census1960_pop534,census1960_pop25plus,census1960_pcturban,census1960_pctblack,census1990_pop,census1990_pop1824,census1990_pop2534,census1990_pop3554,census1990_pop55plus,census1990_pcturban,census1990_pctblack,census1990_percapinc
8001,8,24.27994,3.39647,12.45372,30.56823,104.8713,71.76348,4.868312,4.314002,0,65042,80.9,.4099573,40,3307,33523,33151,19.4,14.6,110993,,,,,.4581369996,.185894606,12726
8003,8,27.63995,1.275364,28.058,45.9131,130.0484,86.27287,4.352178,0,4.928051,73583,85.9,.5066996,33.3,4916,33211,40820,18.7,20.6,113229,.0813837,.1554107,.2447165,.279681,0,.1674571002,12723
9001,9,22.17648,2.394646,26.12341,45.71598,138.4038,117.9552,7.89266,3.574492,2.257036,766945,89.5,.4755805,47.8,34343,334179,461133,100,53.9,606900,.1337041,.2023019,.2597331,.2120975,1,.6586768825,18881
10001,10,34.33724,2.916047,18.4683,39.85264,89.14975,95.46238,4.581272,4.102676,0,77082,84.8,.6337523,47.5,4722,41289,34147,49.6,26.2,181596,.217301,.1831098,.2264973,.1556422,.6955439547,.1901969206,12252
10002,10,51.2548,0,7.130633,14.26127,115.3347,105.7235,0,0,0,7294,84.7,.5109919,20.5,545,3730,3649,36.3,21.7,18486,.1029428,.181651,.2593855,.1516823,0,.1463810451,9417
10003,10,30.74916,1.179106,11.79106,25.94034,95.00084,99.27246,8.59328,1.432357,0,67450,83.2,.4507928,43.9,4287,35757,32181,6.5,14.7,126994,.0970912,.1795045,.2531852,.2165378,.8162196639,.1052963132,12225
10004,10,42.00928,0,25.43882,31.79852,134.1093,112.1641,0,0,0,12675,88.4,.5397313,26.8,952,6179,6355,38.6,23.1,22515,.0941594,.1943149,.2662225,.2095936,0,.2037752609,10287
10005,10,17.64566,1.008985,12.61231,26.23361,88.70059,76.50141,2.586987,1.190611,0,111537,87.2,.4465396,54.3,5803,56107,58555,54.1,11.1,398978,.0862955,.1775988,.2414444,.2760979,.8965556998,.0784003128,15093
10006,10,24.05504,1.83326,19.83254,36.49854,106.79,85.33595,2.06571,1.284618,3.916899,333644,89.4,.514303,49.6,17634,136894,203221,96.6,16.4,1255488,.0799586,.1726803,.2478287,.295411,.9861575738,.1540118265,16883
10007,10,57.23735,0,13.08558,13.08558,127.8159,120.7151,20.008,0,0,7745,86.6,.6297787,20.4,689,3479,3741,0,16,11011,.1028971,.1587503,.2485696,.228862,0,.1511216057,8867
10008,10,25.59416,0,34.25244,38.534,139.373,80.24505,0,0,0,12799,84.6,.5040511,41.2,609,4073,8685,58.7,5.7,110975,.0576887,.1089615,.1904573,.4883893,.7207298941,.0375219644,14431
10009,10,44.91228,0,32.67143,43.56191,96.64535,106.9643,0,0,0,9215,91.1,.6060258,32.2,560,3485,5700,0,17.8,93515,.05212,.1071058,.2030156,.460386,0,.0216008127,12151
10010,10,35.83908,0,13.14104,24.63944,76.19037,77.55579,0,0,0,19638,80.5,.4565549,37.4,1204,9817,9730,35.1,13.6,105986,.0933991,.1668805,.2915008,.158587,.5570547053,.051469062,13945
10011,10,30.94886,7.801986,29.25745,52.6634,118.3116,115.1283,21.42245,4.371585,19.58097,15741,76.3,.4604963,41.5,1058,7012,8822,50,14.5,152099,.0742871,.1472133,.2298634,.3481614,.621226964,.045733371,21386
10012,10,46.03411,0,25.91933,29.15924,106.5451,128.742,21.49613,0,0,20391,87.7,.5673602,30.1,1548,9516,10390,47.1,30.2,42613,.0867576,.1500481,.2483514,.2314317,0,.181048037,10324
10013,10,22.27667,2.340085,22.0508,38.07137,107.8224,102.6435,5.205622,1.62638,4.324842,936074,88.6,.4964396,46.6,49110,395881,570731,95.6,14.7,1937094,.0968296,.1727985,.254746,.2339076,.9884337053,.2056812937,13686
10014,10,43.44384,6.914195,13.82839,27.65678,161.4338,133.43,0,0,27.97203,11318,78.4,.4923554,26.5,728,4513,7229,50.4,21.7,23865,.085397,.1556254,.230044,.2919338,0,.157469097,10286
10015,10,48.14815,0,0,16.55903,106.945,160.4175,0,0,0,4518,79.9,.5354839,21.2,332,2170,2240,0,14.5,10585,.0837978,.1349079,.2368446,.3060935,0,.0868209731,8527
10016,10,26.2502,2.044659,25.76271,43.75571,122.9563,103.1542,6.198819,1.79212,2.725408,456762,85.4,.474939,41.4,27555,224193,237059,85.2,23.2,672971,.1107581,.1955478,.2491772,.1853765,.9880054267,.2437044093,13857
10017,10,27.53234,2.982152,22.36614,40.25905,94.18587,90.39555,5.703577,2.053051,5.982412,174057,89.1,.4806299,40.4,11556,91378,83732,73.7,20.6,262798,.1192132,.1717288,.2466571,.2098304,.859336829,.2003516008,12161
10018,10,46.23878,15.81028,31.62055,47.43083,106.8613,111.0248,0,0,63.45178,4539,72.8,.4598433,28.8,274,2042,2440,0,38,28701,.0616355,.1148044,.2185986,.4125989,0,.0787777429,15124
10019,10,58.8943,0,31.11388,31.11388,117.2068,158.332,0,0,0,6566,81.3,.5407143,27.5,449,2800,3693,47.1,21.2,8967,.0818557,.1313706,.2495818,.3001004,0,.1257945801,9954
10020,10,60.15988,2.494823,24.94823,47.40164,104.8843,118.0463,10.39501,0,3.432651,43002,84,.5265054,21.9,2969,19430,22060,44.2,59.4,41105,.1018124,.156453,.2446418,.1986863,0,.5808782387,8597
10021,10,54.48276,0,86.86211,108.5776,127.1977,113.0646,0,0,0,2900,91.5,.5814649,22.9,252,1338,1543,0,11.4,9667,.1333402,.1368573,.2348195,.2444398,0,.0847212165,9690
10022,10,38.72893,0,40.95843,61.43764,142.4501,177.3907,0,0,0,3193,0,.4411571,15.7,175,1521,1593,0,34.3,7591,.0694243,.1246213,.2387037,.3214333,0,.1227769727,10719
10023,10,34.70371,0,20.71251,20.71251,117.7244,108.5511,0,0,0,9808,92,.5193903,32.8,749,5183,4796,42.4,24,11504,.0922288,.1558588,.2400035,.2683415,0,.1875,10028
10024,10,59.03072,11.09632,22.19263,44.38527,151.7092,155.6497,0,0,23.65744,7801,89.7,.6168795,22.5,684,3602,3831,0,44.5,10930,.1085087,.1703568,.241537,.1884721,0,.3895699909,8851
10025,10,43.96071,5.202643,26.01321,46.82379,150.2451,159.91,13.25908,5.815306,0,12206,75.7,.4898208,27.2,945,5747,6685,27.6,9.2,19499,.0992359,.1424176,.2212934,.2449356,0,.0570798502,9411
10026,10,35.62414,0,49.95282,83.25471,113.7746,178.5084,0,0,0,8234,78.9,.4589128,28.5,576,3955,4137,38.4,24.4,25773,.1028208,.1526404,.2398246,.190587,0,.1680440771,10035
10027,10,43.96844,4.051536,4.051536,20.25768,115.5234,98.60168,0,4.676394,0,11020,85.9,.4973522,29.7,692,4721,6378,29.5,21,101115,.0582307,.1055135,.1984968,.4528013,.5119517381,.0378875538,11864
10028,10,35.32071,6.726759,40.36055,57.17745,159.471,116.9054,7.839448,4.602145,13.03611,21206,90.6,.5301584,33.4,1310,8903,12364,61,20.9,68432,.0589344,.1072159,.1800181,.4689473,0,.0976443769,12112
10029,10,27.95543,1.35168,21.62688,38.81253,115.4596,96.51427,3.723378,1.436881,1.041049,398669,85.2,.4870401,36.6,24287,179708,225790,79.8,14,834054,.1045748,.1880226,.2590888,.2063476,.8339244222,.1317037026,14203
10030,10,62.14177,0,8.262414,41.31207,129.6975,143.632,0,0,0,11159,87.8,.6251827,16.9,998,4789,5939,0,4.2,15778,.0907593,.1524908,.2523133,.2536443,0,.0484218532,8609
10031,10,30.57062,0,5.327651,15.98295,118.4589,99.75485,6.373487,0,0,25819,85.2,.5123416,43,1449,10493,14897,48.8,21.3,90208,.0654598,.1301991,.2124978,.3977918,.717508425,.0857019333,17825
10032,10,52.51459,0,6.095145,18.28543,118.3339,128.714,4.241961,0,0,37026,86.1,.5856198,26.3,3705,18442,17725,19.8,31,41375,.1045317,.1565438,.2457039,.2440363,0,.2615589124,9654
10033,10,59.98593,9.944312,39.77725,49.72156,174.143,143.5067,0,24.65483,0,9986,86.7,.550374,26.1,788,4546,4642,0,59.1,11296,.0836579,.1419086,.2461048,.2364554,0,.4296211048,9744
10034,10,39.09521,0,0,58.61665,102.8983,154.3475,0,0,0,2962,91.1,.5720824,23.7,245,1311,1587,0,11.9,5578,.1023664,.1998924,.2506275,.1939763,0,.140731445,8966
10035,10,38.40597,1.524716,25.92017,41.16732,140.7337,119.2705,12.41696,0,7.049203,57301,84.8,.5092778,38.8,3624,23551,34519,47.3,19.4,152104,.0678352,.1232117,.2123744,.4006338,0,.0924827749,12450
10036,10,30.45621,4.181546,30.94344,42.65177,127.8358,93.81321,9.606148,5.048465,0,54595,82.4,.5125192,42.4,3107,22126,32847,49.3,15.7,335113,.0715251,.1422446,.2207942,.369726,.6574826999,.0656882902,15623
10037,10,31.72982,1.813713,10.88228,19.04399,76.65948,77.16885,8.662509,0,6.097375,75717,88.7,.6231394,49.4,4476,40779,34769,64.9,32.7,192493,.2018099,.1821781,.2479259,.1423169,.8107931197,.2418165855,14088
10038,10,52.0874,0,6.444129,32.22065,135.2448,120.9248,0,0,0,10325,90.6,.565534,24.1,794,4532,5662,0,30.2,25923,.0769587,.1323149,.2388998,.3081819,0,.1235582301,9386
10039,10,48.86935,0,0,56.22716,133.8381,152.9578,44.09171,0,0,3184,80.9,.5554817,23.3,251,1505,1618,0,15.2,5569,.1172562,.1985994,.2443886,.2030885,0,.1702280481,11500
10040,10,58.90479,14.16531,14.16531,63.74389,156.6293,135.3725,9.394964,15.5739,13.06506,14197,89.8,.6127076,23,1240,6925,6886,22.9,47.5,16569,.1097833,.1618685,.2304907,.2259038,0,.4180698896,9727
10041,10,32.10122,1.187338,23.74677,37.99482,149.619,78.10239,11.56604,1.461454,0,68937,87.3,.5743701,37.6,3708,24331,45318,62.1,15.1,211707,.0685712,.1390365,.2088027,.390809,.8867774802,.0778576051,14444
10042,10,44.03659,0,27.32458,40.98687,125.7404,119.1954,8.914245,0,0,51905,90.8,.5647165,33.6,3767,23263,28158,32.4,34.9,194833,.0764193,.1386829,.224192,.3402966,.3494531214,.127729902,11782
10043,10,28.2779,2.831337,39.63872,59.45808,116.1801,88.73602,10.4297,3.372681,0,16876,87.3,.5161438,40.3,905,6566,10430,28.3,20,100900,.0652924,.1386224,.2235778,.3969277,.7847869177,.060049554,20328
10044,10,24.95976,0,27.12299,32.05444,94.81371,117.2283,7.622532,0,0,48374,72.5,.3426823,42.4,2294,25493,24421,70.9,10,78024,.0763739,.1800215,.2942044,.2766328,0,.0552522301,18869
10045,10,37.41864,6.65779,13.31558,19.97337,116.4151,95.58851,7.817386,8.05153,0,17149,90,.5274128,28.4,1292,8828,8300,42.3,24.9,43941,.0901208,.165745,.2758699,.1963087,0,.1026603855,13288
10046,10,22.28835,2.981663,23.8533,33.79218,64.19852,81.64899,0,3.427161,0,61253,86.6,.409531,54.4,3425,34603,27748,49.2,6.5,143776,.1085299,.1987397,.2519266,.1818871,.7709492544,.0902097708,13147
10047,10,31.40006,0,28.51277,45.62044,129.0334,155.5237,0,0,0,6804,91.8,.5369928,27.2,660,3352,3064,45.9,16.4,29627,.0883991,.143754,.2229723,.270834,0,.0623755358,9792
10048,10,23.01893,1.950627,17.55564,32.04601,107.4889,91.80401,5.403458,1.449943,3.835876,264412,87.4,.4739267,48.8,15050,124610,145314,77.8,14.8,677491,.1235603,.2068175,.2441671,.1869471,.9169095973,.1518736042,14570
10049,10,39.61162,0,14.30042,28.60085,141.858,90.75197,0,0,0,18702,88.9,.5267525,32.6,977,6990,12104,58.8,10.4,107728,.0968829,.1712182,.2502599,.2305714,.5154184613,.0549810634,12268
10050,10,27.65751,2.009098,25.54425,38.74689,112.6232,89.23918,11.73158,2.323195,1.140641,231579,87.2,.5017261,45.8,12128,93565,139286,82.8,22.8,863518,.0722625,.1596689,.2310259,.3412853,.9165842519,.1238109686,19937
10051,10,39.68065,4.446124,26.67674,46.6843,125.3078,77.22371,0,3.529869,23.26664,36375,89.6,.5364583,27.8,2167,13824,23305,30.4,11.1,281131,.0651476,.119937,.1949767,.4413601,.5899776261,.0190373883,11732
10052,10,24.54194,2.070779,15.53084,31.57938,151.8755,78.41783,7.486991,1.254048,6.281308,375570,87.3,.5229358,43.9,16874,118374,262327,91.1,8.8,851659,.0739357,.1498922,.2339023,.3651802,.9959737407,.0763873804,15712
10053,10,31.15786,1.604905,26.0797,37.71526,128.117,111.0547,10.38024,1.018045,3.896433,195695,84.8,.5128785,35.2,12732,90577,107098,61.8,18.4,405382,.0890543,.147826,.2317937,.2898994,.5781731799,.1339921358,12392
10054,10,41.74154,0,17.36111,32.24206,171.4743,120.5973,8.760403,0,0,32100,86,.5436321,33.6,2156,15115,16804,34.2,31.1,65070,.0781159,.1364992,.230813,.2977102,0,.1856001229,10079
10055,10,37.13752,0,22.77191,37.00436,141.0384,107.2018,10.81198,0,0,29863,90.2,.5960988,40.3,2059,13278,16896,49.1,27.3,83829,.090279,.1565926,.2626537,.2690119,.1748082406,.0841474907,17113
10056,10,32.32462,0,20.00277,26.15747,126.3542,125.2712,7.898894,0,0,39273,89.2,.5371199,36.9,2426,17430,22043,64.3,32.4,150171,.0714186,.1537114,.2194565,.3239041,.8728582749,.1633737539,13387
10057,10,30.51543,0,27.01074,37.39949,75.84735,93.22904,5.369416,0,0,29123,84.7,.4165857,37.6,1981,16460,13173,13.9,6.8,81608,.091768,.1825924,.2693731,.1842712,.3555778845,.0403881972,12656
10058,10,23.5596,2.168421,18.43158,33.61053,135.4249,76.06148,8.059317,2.493641,0,76878,87.6,.5275652,47.6,3932,26918,51109,68.4,9.6,277776,.0601132,.1220192,.214673,.4458629,.8776028167,.0428474742,18441
10059,10,33.42122,1.385742,13.16455,29.79346,82.78294,70.2143,5.20752,1.63312,0,56231,88,.4937991,43.6,3246,26367,28639,49.1,24.6,287529,.0944809,.1825833,.2869624,.1839223,.9278020652,.0834002831,16644
10060,10,52.28672,0,11.72677,11.72677,125.7995,146.9868,13.09243,0,0,11461,95.5,.5548967,27.4,883,5228,6450,0,25.7,31577,.0842702,.1295246,.215505,.3474681,0,.1623650125,9920
10061,10,51.76114,0,10.51801,26.29503,146.0134,130.5271,20.14099,0,0,14978,88.3,.5898062,23.6,1269,6965,7964,43.7,27.2,26780,.0836445,.1309933,.2458551,.2745332,0,.1480582524,9768
10062,10,43.6123,0,26.24672,52.49344,110.13,134.1583,0,0,0,13381,84.2,.5378164,25.8,939,6439,6620,61,24.6,17111,.0812343,.1594881,.2427678,.2327158,0,.177955701,10331
10063,10,42.27534,0,30.06614,60.13229,90.70491,84.94586,0,0,0,6357,84.7,.3910467,19.9,390,3038,3569,0,26.7,10252,.0901288,.239563,.2704838,.1435817,0,.2320522825,9648
10064,10,29.91577,2.653048,19.89786,34.48962,140.9645,90.60794,14.63415,.8336529,10.08369,125107,89,.5730134,46.9,6464,45430,81309,61.4,16.8,370712,.0924734,.1486815,.2249374,.3365362,.7540759404,.0902128876,13288
10065,10,60.23081,0,0,20.62281,97.79559,105.8116,0,0,0,5462,91.7,.5915046,21.7,426,2519,2654,0,28.5,14202,.0820307,.1508238,.2836924,.2027179,0,.1293479792,10858
10066,10,51.25796,6.389368,38.33621,57.50431,118.9639,125.4924,19.19017,7.271141,0,15927,91.3,.6215051,24.3,1219,7189,8469,33.9,13.5,27760,.0657781,.1447046,.2565922,.301513,.0240634006,.065778098,11290
10067,10,58.23049,15.98977,23.98465,47.9693,118.4281,85.83318,0,10.30822,37.17472,11083,94,.6987043,21.9,1032,5171,5942,28.1,19.5,16919,.0841066,.1328093,.2508422,.2789172,0,.1474082393,8794
11001,11,61.66511,6.29961,31.49805,56.69648,127.8772,116.6599,9.746589,8.499787,0,13095,86.3,.6016544,19.2,1282,6891,6140,32.2,23,15744,.0928608,.1551067,.2522866,.2052846,0,.2076346545,9901
11002,11,68.26228,16.36393,32.72787,65.45573,121.6855,164.1339,20.4499,26.22607,0,6497,78.2,.5651359,16.8,590,3201,2819,0,28.7,6213,.1071946,.1527442,.2430388,.1963625,0,.2686302913,7902
11003,11,58.15068,10.79797,32.39391,53.98985,132.6712,120.1212,15.85791,13.27669,0,8361,87.4,.5578725,21.7,738,4268,4037,42.1,13,9566,.1075685,.1512649,.2444073,.2033243,0,.1541919298,9137
11004,11,74.05536,0,26.08923,52.17845,117.1171,139.6396,25.68053,0,0,4552,77.2,.5888744,15.4,423,2301,2083,0,58.9,3615,.1045643,.1466113,.2307054,.2218534,0,.516735823,8667
11005,11,40.46675,3.686364,22.11819,47.92273,130.1568,120.9585,21.85315,6.886578,0,34140,74.6,.4643042,20,2031,13545,22123,82.3,39.6,39530,.1328864,.1967873,.2599292,.180597,0,.4239058943,10358
11006,11,43.5506,0,27.16284,27.16284,108.6418,112.4538,0,0,0,6551,84.4,.549461,16.5,556,3154,3458,0,6.6,10308,.104676,.1618161,.2711486,.1950912,0,.0349243306,10741
11007,11,40.52525,0,20.02804,30.04206,135.8969,118.9097,0,0,0,14905,78.8,.5008883,21.8,1015,6754,7906,38.4,17.7,29721,.1059184,.1864002,.2408062,.187847,0,.1144308738,11156
11008,11,40.35842,0,17.87401,33.1946,84.24771,112.7373,0,0,0,28887,82.7,.5027617,19.1,2237,13941,14742,30.7,15.1,55911,.10785,.1782297,.2570872,.1821287,.0323907639,.0920749048,11748
11009,11,50.52298,0,7.220738,21.66221,123.0126,107.636,22.43158,0,0,13950,88.9,.5821206,24.6,1128,6253,7360,64.4,33.4,16245,.0861188,.1456448,.2349646,.2232687,0,.3132656202,9300
11010,11,55.39621,0,55.52911,87.26003,118.0965,122.9167,12.54076,0,0,12248,79.7,.5253356,21.1,1030,5960,6056,33.8,15.3,14153,.1018865,.151346,.252102,.2170565,0,.1161591182,9403
11011,11,31.8585,1.472461,22.08692,48.59122,132.6185,118.0379,4.251972,0,3.234676,142521,86.2,.5121281,34.8,9181,69467,73829,83.9,33.4,149967,.1041896,.1679703,.2465276,.2149139,.839251302,.4168383711,13017
11012,11,48.47461,0,11.49161,34.47483,159.8495,108.1335,16.53439,0,0,9845,87.5,.59194,20.2,773,4938,4739,48.9,28.5,10430,.1247363,.146884,.2400767,.2256951,0,.2235858102,10775
11013,11,51.87983,0,35.98417,47.97889,127.1744,140.1073,0,0,0,5559,86.1,.5903853,21.3,551,3037,2785,0,13.1,11077,.0979507,.1591586,.2617135,.1757696,0,.0457705155,9089
11014,11,64.91758,0,26.40438,26.40438,148.8378,127.5753,36.79176,0,0,15382,85.3,.6317023,22.8,1312,7255,7598,33.2,48.7,15398,.0931939,.1509287,.2194441,.2376932,0,.4147291856,8522
11015,11,59.32549,0,30.75977,51.26628,79.86182,131.8649,0,0,0,6388,80.3,.5539386,20.5,504,3161,2873,0,36.8,15438,.0908149,.1760591,.2706957,.1393315,0,.1485296023,11083
11016,11,53.25795,3.344705,30.10235,43.48117,104.7225,91.56641,0,5.695085,0,24618,88.1,.5985306,27.9,1974,12250,11753,34.4,36.9,43125,.2578551,.1383652,.2048,.1746551,0,.2595014493,9635
11017,11,70.03029,0,38.59328,57.88991,115.9282,150.8906,11.89627,0,0,21313,83.3,.6331223,16.8,1839,10265,9378,26,66.4,20579,.0899947,.157685,.2248895,.1924778,0,.5219398416,8185
11018,11,58.1553,0,59.6557,68.17795,101.5706,94.13863,15.64945,0,0,8785,79.7,.5822284,25.7,702,4299,4584,28.4,6.6,15326,.1028318,.1823698,.2589717,.1947018,0,.3547566227,10321
11019,11,73.48635,0,17.72421,53.17263,142.4989,145.3488,0,0,0,7613,87.6,.5956148,21.2,617,3603,3514,0,5.1,5013,.0795931,.1490126,.2156393,.2611211,0,.5888689408,8244
11020,11,34.3996,7.617887,45.70732,76.17887,95.93687,99.99054,0,11.87084,0,10213,87.2,.5154678,27.1,763,5269,4546,32.8,39.8,30167,.1337223,.2413564,.2252461,.0936122,0,.2019093712,11710
11021,11,61.44472,14.87431,29.74862,74.37156,149.925,175.6265,0,25.23341,0,6857,87.8,.599362,24,578,3135,3402,0,35.4,7744,.1053719,.1355888,.2516787,.2430269,0,.3094008264,9293
11022,11,38.8708,5.803269,17.40981,32.88519,110.4027,118.8719,17.71165,4.921018,9.12492,37953,85.1,.540846,20.9,2675,17517,19074,79.2,19.2,71422,.141581,.1685335,.2465207,.1773543,0,.1545602195,11239
11023,11,25.59837,0,15.0078,42.02185,97.11451,76.50058,0,0,0,21646,85.7,.5001807,28.1,1495,11070,10610,32.8,1.5,42464,.0948568,.1595234,.2790835,.2039846,.5635832705,.0091371515,11059
11024,11,47.57814,0,13.11819,13.11819,102.811,157.9779,22.98851,0,0,5471,81.4,.5071378,20.8,417,2802,2397,0,31.9,8496,.1013418,.1653719,.2374058,.1859699,0,.270480226,8894
11025,11,31.08258,2.283992,22.26892,49.10582,125.7393,113.1983,5.554498,1.036055,3.885759,189988,88.3,.5024676,39,12012,92599,97097,90.2,34,216935,.1092585,.174467,.2401272,.2116348,.915523083,.3801922235,12983
11026,11,22.37376,20.07226,0,46.83527,21.73879,83.84963,0,9.958176,44.41483,12959,50.1,.2117293,57.4,766,9975,4164,0,17.5,16934,.3217787,.2388095,.139778,.0272824,.8631746782,.3094366364,8673
11027,11,36.79816,4.977105,14.93132,29.86263,142.8813,104.1696,16.75884,5.660271,0,20069,78.6,.4867055,21.9,1486,9628,10696,23.6,9.2,22242,.1050715,.1434673,.2493481,.2492582,0,.0861433324,9281
11028,11,39.9903,0,12.45666,26.98943,86.45741,86.11433,0,0,0,22973,80.2,.4917023,16.7,1720,11208,12122,0,3.9,90204,.0932331,.2165093,.2800097,.1297171,.3682541794,.0177264866,14849
11029,11,35.01804,6.07952,20.26507,44.58315,99.91813,96.51778,4.080966,3.214091,11.28159,45641,84,.5957065,44,2555,24502,21915,69.1,25.4,87594,.2855447,.173311,.1957668,.1425897,.8240518757,.2622896545,11604
11030,11,64.9025,0,0,0,149.0986,153.6168,29.65599,0,0,4671,87.8,.6596136,24,378,2174,2230,0,62.3,3364,.0921522,.1299049,.2116528,.2764566,0,.6076099881,7678
11031,11,18.5548,1.354005,20.31007,33.17311,62.55631,82.16531,5.45286,1.493384,0,46628,85.2,.480296,37.7,2695,25401,22338,65.3,10.2,182052,.1129238,.2087975,.2730593,.1241568,.9559576385,.2382451168,13577
11032,11,63.71553,13.98406,41.95218,69.92029,151.4507,122.2234,41.71881,22.45677,0,6212,79.9,.5141737,18.5,563,3316,3095,40.2,37.8,6160,.1029221,.1422078,.2443182,.2063312,0,.2728896104,8354
11033,11,16.95365,2.747113,15.30534,29.43335,62.19719,78.00232,3.665421,2.517074,6.969613,115128,87.9,.4782314,41.9,7163,60454,57296,48.5,7,447745,.1029224,.2138807,.3027102,.1278116,.9420697049,.0983640242,19166
11034,11,55.13801,3.84571,38.4571,65.37708,110.6637,122.4503,12.57862,5.651633,0,22696,84.9,.554849,24.8,1882,11322,10376,39.8,27.2,29592,.111618,.1681536,.2437145,.1770411,0,.2545620438,10170
11035,11,47.43382,2.959105,29.59105,59.1821,167.2831,129.6444,12.44091,4.317044,0,34459,84.7,.5498222,24.6,2886,17151,16966,46.3,24.1,36645,.104298,.1475235,.2435257,.2242052,0,.2415882112,9878
11036,11,46.55434,0,19.03519,32.63175,59.81372,76.42864,48.25323,0,0,13181,69.7,.4350686,28.8,1045,7146,6153,0,35.5,66031,.0854144,.1819146,.3030849,.1224879,.6939316382,.1092517151,15372
11037,11,54.27484,0,28.62459,42.93688,110.6167,124.4438,23.92917,0,0,11861,74.2,.5125387,19.6,972,5822,5938,36.6,29.5,13456,.1007729,.1440993,.2410077,.2265904,0,.2994203329,8870
11038,11,44.84414,0,16.74715,25.12072,106.3861,132.0365,5.163156,0,0,28453,86.3,.5923964,25.3,2191,13967,14916,42.1,36.2,53853,.0954264,.1698327,.2719626,.1779102,0,.2258927079,13708
11039,11,64.60905,0,0,28.44141,140.029,101.4003,22.37136,0,0,5855,80.3,.5435005,15.9,487,2931,2657,0,57.8,8991,.090535,.1809587,.2654877,.1745078,0,.3066399733,10003
11040,11,55.86949,0,20.43214,40.86428,162.6336,133.5308,0,0,0,17913,84.7,.5673527,25,1431,8552,8986,59.7,42.9,20011,.0889511,.1406227,.23637,.2311229,0,.406576383,9248
11041,11,45.31809,0,8.862105,35.44842,101.4542,112.7269,0,0,0,8761,84.6,.5421687,18.3,719,4648,4019,0,1.6,13147,.1257321,.1575264,.2662965,.1952537,.0350650338,.0034988971,9360
11042,11,62.1311,0,0,49.37053,112.1533,149.5378,0,0,,3833,78.7,.5286416,14.5,310,1833,1821,0,0,9429,.0946018,.1879309,.2672606,.1745678,0,.0028635062,12198
11043,11,53.10465,4.045471,24.27283,52.59113,110.3118,133.9984,16.27074,0,8.219628,25621,82.5,.5438681,26.2,2021,12492,12334,50.4,41.6,25511,.0973698,.1572263,.232292,.2124966,0,.3947316844,9246
11045,11,50.90573,6.150818,24.60327,36.90491,149.3102,184.2752,0,9.561144,0,16834,87.9,.6077301,18.6,1510,8150,8309,31.1,27.8,17607,.1037655,.1552791,.2497302,.2288294,0,.2763673539,8643
11046,11,65.4229,9.444654,9.444654,28.33396,155.0556,170.5611,0,0,15.4107,11560,86.6,.608743,22.2,1050,5513,5553,0,52.5,9901,.0863549,.1393799,.2353298,.2285628,0,.4898495102,8413
11047,11,36.34142,4.90971,28.47632,51.06099,93.94202,99.62992,7.129362,3.840172,6.1207,77045,84.2,.4652801,40.1,4534,40870,35270,77.1,34.3,96311,.1174009,.1547591,.2398168,.1830009,.8674087072,.5015003478,10888
11048,11,37.2528,3.763927,9.409817,20.7016,75.20848,104.4932,0,4.047518,0,16856,87.4,.5819691,17.9,1228,8552,8290,27.5,14.8,71120,.1079724,.1863751,.2856299,.1383296,.7322272216,.0762514061,14096
11049,11,71.5274,7.28173,21.84519,58.25384,146.7486,137.5768,10.15641,0,13.60359,13026,86.3,.61089,21.2,1260,6281,6383,27.2,51.9,11854,.0932175,.1287329,.2284461,.2503796,0,.4409482031,8280
11050,11,60.37167,0,93.89671,93.89671,87.90858,127.867,0,0,0,1991,0,.5168296,11,147,921,888,0,27.7,2334,.096401,.1670951,.243359,.1876607,0,.1148243359,8915
11051,11,43.85122,11.3199,16.97985,33.9597,117.4398,94.93051,0,14.89758,0,10758,92,.6485636,17.4,854,5082,4953,0,34.5,25687,.0976759,.178495,.2617666,.1499591,0,.1403433643,10865
11052,11,46.7635,0,43.01604,55.30634,151.9963,129.9187,8.42602,0,0,18161,82.9,.5347719,29.6,1409,8527,9362,39.8,34.2,18949,.079582,.1535173,.2577972,.2383767,0,.2998575123,9288
11053,11,54.64649,15.17527,35.40897,65.75952,116.7234,123.9187,17.24435,0,36.31082,18204,81.1,.5662881,19.8,1546,8365,9184,33.4,33.1,20546,.0907233,.1429962,.2374185,.2240339,0,.3257568383,8535
11054,11,56.28926,0,12.68392,12.68392,141.5886,133.4978,20.25111,0,0,7189,79.9,.5399523,22.7,576,3354,3455,38.4,37.2,8724,.0891793,.1607061,.2250115,.2305135,0,.3388353966,9792
11055,11,47.66743,0,25.20161,33.60215,155.9396,123.1625,0,0,0,13487,85,.5681146,19.9,1217,6768,7161,0,.3,15992,.079915,.1315033,.2521886,.304965,0,.0003126563,9430
11056,11,43.84662,0,19.67187,19.67187,65.12411,72.78578,0,0,0,8247,86,.5346486,20.1,673,4055,4043,0,29.6,62415,.0784106,.1420011,.3481375,.1374509,.0186974285,.0512857486,19025
